title,author,avg_rating,user_rating,cover_url,user_id
The Highest Destiny,"McCabe, Dolores A.",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677801780l/12036556._SY75_.jpg,13341540
Guild of the Viizar,"Diehl, Eric",5.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327337099l/13421862._SX50_.jpg,13341540
The Bastards of Ran,"Wills, Larriane",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352991727l/16151272._SY75_.jpg,13341540
"War of the Reversing World's, Trilogy Two: Part II","Brown, J.T.",5.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395619286l/18196459._SY75_.jpg,13341540
Life After Death (Max Logan #2),"Saracino, Sharon",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388945168l/20414154._SX50_.jpg,13341540
Manizer,"Hamby, Laura",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402318820l/21791572._SY75_.jpg,13341540
Dark Shadow,"Burkhart, Stephanie",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396625320l/21844734._SX50_.jpg,13341540
Guilty as Sin,"Kamryn, Kellie",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401307933l/22366075._SY75_.jpg,13341540
Angel in Waiting *Earthbound series book 3),"Saracino, Sharon",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425828834l/25019588._SY75_.jpg,13341540
Echo Falls,"Larkin, DJ",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427723218l/25249832._SX50_.jpg,13341540
"Ride With My Heart (A Southland Romance, #3)","White, Meda",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428461662l/25318528._SY75_.jpg,13341540
Rhyolite Drifts (YellowblownTM Book 2),"Hughey, J.",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430798913l/25482867._SY75_.jpg,13341540
Breathe Deep,"Haddad, Trisha",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436033407l/25849282._SY75_.jpg,13341540
Clouded,"Kaye, M.S.",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442552024l/26634151._SY75_.jpg,13341540
Reclaiming Flight (The Flight Series Book 2),"Sharpe, Heather M.",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442622062l/26699896._SY75_.jpg,13341540
A Night of Passion,"Anderson, M.A.",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446414107l/27315157._SY75_.jpg,13341540
Out of the Zoo,"Bella, Susan Zoe",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451358742l/28167377._SY75_.jpg,13341540
Bygones,"Nielsen, Lisa K.",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462607537l/30126521._SY75_.jpg,13341540
The Goddess Particle,"Gaye, Brandy",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458760585l/29606405._SY75_.jpg,13341540
The Assassin's Kiss (The Assassins #2),"Kazimer, J.A.",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459348290l/29735067._SY75_.jpg,13341540
"China Doll (Jana Lane Mystery, #4)","Cosentino, Joe",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460510461l/29906827._SY75_.jpg,13341540
The Doorway,"Prayonghom, Pet",5.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462519967l/30120929._SY75_.jpg,13341540
Forever in Darkness Collection,"Bella, Susan Zoe",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470672597l/31372490._SY75_.jpg,13341540
"Rule Breakers, Soul Takers","Jayne, Jacqueline",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505324259l/36097943._SY75_.jpg,13341540
Her Humble Admirer,"Loxley, Lucy M.",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507915786l/36406605._SY75_.jpg,13341540
The Dead Still Here,"Valeri, Laura",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519624118l/38746395._SY75_.jpg,13341540
"Walking Shadows: Stories of Tragedy, Love & Triumph","Dikeocha, Chijioke",5.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530616428l/40700623._SY75_.jpg,13341540
Missing Innocence,"Susedik, Tina",5.0,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532639039l/40955283._SY75_.jpg,13341540
Polish To Perfection,"Jones, Rachel W.",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545199730l/43268758._SY75_.jpg,13341540
Finding Her Forever,"Stewart, Ann V.",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548241998l/43687856._SY75_.jpg,13341540
"Dream Breakers, Oath Takers (Hell Runners Book 2)","Jayne, Jacqueline",5.0,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549778387l/43904234._SY75_.jpg,13341540
