title,author,avg_rating,user_rating,cover_url,user_id
The Nightingale,"Hannah, Kristin",4.61,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681839850l/21853621._SY75_.jpg,9684061
"Dawn of Forever (Jack & Jill, #3)","Ann, Jewel E.",4.55,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452902407l/28525002._SY75_.jpg,9684061
"The Girl in the Moss (Angie Pallorino, #3)","White, Loreth Anne",4.52,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515194224l/36494977._SY75_.jpg,9684061
"Middle of Knight (Jack & Jill, #2)","Ann, Jewel E.",4.5,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447963703l/27064520._SY75_.jpg,9684061
Water from My Heart,"Martin, Charles",4.49,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432671316l/24571346._SY75_.jpg,9684061
The Help,"Stockett, Kathryn",4.47,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622355533l/4667024._SY75_.jpg,9684061
"Lover Awakened (Black Dagger Brotherhood, #3)","Ward, J.R.",4.43,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388773547l/42900._SY75_.jpg,9684061
A Thousand Splendid Suns,"Hosseini, Khaled",4.43,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655336738l/128029._SY75_.jpg,9684061
The Martian,"Weir, Andy",4.41,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413706054l/18007564._SY75_.jpg,9684061
"Bittersweet Chronicles: Pax II (Bittersweet Chronicles, #2)","Laurence, Selena",4.41,3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422194750l/24684030._SY75_.jpg,9684061
"Reckless (Thoughtless, #3)","Stephens, S.C.",4.41,5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413762096l/15851682._SY75_.jpg,9684061
"Blood Lines (D.I. Kim Stone, #5)","Marsons, Angela",4.41,3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588321690l/31820148._SY75_.jpg,9684061
The Great Alone,"Hannah, Kristin",4.4,3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521954798l/34927828._SY75_.jpg,9684061
