user_id,book_id,user_rating
2574606,8,5
2657664,8,5
269235,8,5
28798380,8,0
2913816,8,3
30222072,8,3
30604861,8,5
31000456,8,5
31880928,8,2
32532051,8,4
33939264,8,5
3427339,8,5
3571171,8,4
3734915,8,1
3920693,8,4
3977017,8,4
3990914,8,2
405390,8,3
4131979,8,3
4176715,8,5
4216480,8,5
4379514,8,4
4444249,8,5
44770518,8,4
4530043,8,3
46068563,8,3
4685500,8,5
4717304,8,0
4851964,8,4
4866450,8,4
50448,8,5
51462925,8,5
5210022,8,5
5253785,8,5
52677643,8,4
53555116,8,5
5451550,8,0
5574208,8,4
5626931,8,4
5651679,8,3
5860019,8,5
5912889,8,5
6023393,8,5
68029956,8,4
68030,8,5
6868829,8,4
7205303,8,0
721595,8,5
7353428,8,4
7367573,8,3
80115954,8,5
83582,8,3
8432851,8,3
864675,8,4
870755,8,5
8734459,8,5
885584,8,5
9098678,8,5
91747222,8,5
922495,8,5
9303625,8,4
93149311,8,4
970632,8,4
1,9,4
1019021,9,5
1162953,9,4
186853,9,4
1,10,4
1019021,10,5
10336538,10,3
10367112,10,4
104868490,10,5
1053760,10,5
10553671,10,4
106638288,10,2
1072582,10,4
11183856,10,3
111921,10,4
11284813,10,4
1162953,10,3
12221088,10,4
122647,10,3
1371882,10,3
14457130,10,4
1605591,10,5
16384209,10,4
16731747,10,4
16865002,10,5
17755575,10,5
1806073,10,3
18384692,10,4
1964146,10,3
2294090,10,4
23133809,10,4
24337665,10,4
25184600,10,5
2574606,10,4
25894509,10,3
2602702,10,5
2612079,10,4
269235,10,5
27402361,10,3
2745288,10,4
279256,10,4
2913816,10,5
30222072,10,2
3030788,10,5
31880928,10,5
32532051,10,4
33939264,10,5
3472444,10,4
3571171,10,3
3672777,10,3
36817401,10,4
3849903,10,5
3977017,10,3
3990914,10,3
4176715,10,5
43377498,10,5
4365117,10,5
4391094,10,5
4444249,10,5
44770518,10,5
4527753,10,4
4530043,10,5
4685500,10,5
4717304,10,0
4851964,10,5
4929450,10,4
51224285,10,5
52677643,10,4
53555116,10,4
5451550,10,0
5465462,10,4
5574208,10,4
5651679,10,3
5860019,10,3
5912889,10,4
6743601,10,4
68030,10,0
6868829,10,4
7205303,10,0
73231193,10,1
7353428,10,4
7365405,10,4
7367573,10,3
75860103,10,3
7668522,10,5
864675,10,5
8734459,10,4
87796500,10,5
9098678,10,4
93149311,10,5
970632,10,5
1,11,5
1005037,11,4
10160415,11,0
1019021,11,5
10336538,11,4
10367112,11,5
104823,11,5
10553671,11,4
1072582,11,5
1125613,11,5
11284813,11,4
1162953,11,0
12221088,11,4
13070326,11,5
1323157,11,4
1371882,11,3
1380067,11,5
1381728,11,5
14105531,11,5
141080755,11,5
1413439,11,4
14457130,11,5
14514998,11,5
152460399,11,5
1526851,11,5
1605591,11,2
16254355,11,3
1654645,11,5
16576124,11,4
1669197,11,4
16731747,11,5
16865002,11,5
1720620,11,5
1806073,11,4
18104163,11,5
18244539,11,5
186853,11,4
1964146,11,4
19977507,11,4
2225246,11,3
2281988,11,5
2294090,11,4
23102950,11,5
23133809,11,5
23244211,11,4
237469,11,4
24239256,11,5
2431437,11,5
24337665,11,4
25184600,11,3
251943,11,5
25388909,11,5
2602702,11,5
2612079,11,5
269235,11,5
27402361,11,5
279256,11,5
28798380,11,5
2913816,11,4
2933855,11,5
3030788,11,5
30604861,11,5
3073485,11,4
3081722,11,4
3089655,11,4
3098682,11,4
31000456,11,3
31880928,11,5
32532051,11,5
32879029,11,1
33674708,11,5
3427339,11,4
3472444,11,3
3672777,11,5
3734915,11,5
3977017,11,5
3990914,11,3
4176715,11,2
430751,11,4
4326315,11,5
43377498,11,5
4365117,11,5
4379514,11,3
4391094,11,5
4444249,11,4
44770518,11,4
4514828,11,5
4527753,11,5
4530043,11,3
46068563,11,5
4642710,11,5
4717304,11,5
4851964,11,5
4866450,11,3
4929450,11,4
50448,11,4
51221960,11,3
51224285,11,5
5210022,11,5
5253785,11,4
5293536,11,5
53555116,11,4
541416,11,5
5496690,11,3
5574208,11,3
5626931,11,5
5651679,11,4
5860019,11,5
5912889,11,5
59802997,11,5
6023393,11,2
607804,11,5
6089955,11,4
66670237,11,5
6678151,11,4
68030,11,5
71848701,11,5
7205303,11,0
721595,11,5
7302570,11,3
7367573,11,3
75860103,11,5
80115954,11,4
8114361,11,5
864675,11,5
870755,11,3
8734459,11,4
88247398,11,0
8906222,11,4
9098678,11,4
91747222,11,5
9303625,11,5
970632,11,5
1,12,5
1019021,12,5
10336538,12,5
10367112,12,5
104823,12,4
1053760,12,5
10553671,12,5
1072582,12,5
10915830,12,5
11183856,12,5
11284813,12,5
1162953,12,4
12221088,12,4
122647,12,2
1323157,12,3
1371882,12,4
1380067,12,5
1381728,12,5
14105531,12,5
141080755,12,5
1413439,12,5
14457130,12,5
14514998,12,5
152460399,12,5
1605591,12,4
16254355,12,4
1654645,12,5
16576124,12,4
16731747,12,5
16865002,12,5
1720620,12,5
1806073,12,4
18104163,12,4
186853,12,4
2225246,12,3
2281988,12,5
2294090,12,4
23133809,12,4
237469,12,4
24239256,12,5
24337665,12,5
25184600,12,3
251943,12,5
25388909,12,5
25683251,12,3
2612079,12,4
269235,12,5
27402361,12,4
279256,12,4
28798380,12,5
2913816,12,4
2933855,12,5
3030788,12,5
30604861,12,5
3073485,12,4
3081722,12,4
3089655,12,4
31000456,12,2
31880928,12,5
32532051,12,5
32879029,12,4
33674708,12,5
33939264,12,5
3427339,12,3
3472444,12,5
3672777,12,5
3734915,12,5
3977017,12,4
3990914,12,4
4131979,12,3
4176715,12,3
4326315,12,4
43377498,12,5
4365117,12,4
4379514,12,5
4391094,12,5
4444249,12,5
44770518,12,4
4514828,12,5
4527753,12,5
4530043,12,3
4642710,12,5
4851964,12,5
4866450,12,3
4929450,12,4
50448,12,3
51221960,12,3
51224285,12,5
5253785,12,4
52545435,12,4
5293536,12,4
53555116,12,4
541416,12,4
5465462,12,4
5574208,12,3
5626931,12,4
5651679,12,3
59802997,12,5
6023393,12,4
607804,12,4
6089955,12,5
66670237,12,5
68030,12,4
7205303,12,0
721595,12,5
7302570,12,5
7365405,12,4
7367573,12,3
7377888,12,4
75860103,12,5
8091367,12,0
8114361,12,5
864675,12,5
870755,12,3
8734459,12,5
8906222,12,4
9098678,12,5
91747222,12,4
9303625,12,5
970632,12,3
1,13,5
1005037,13,2
10336538,13,2
10367112,13,4
10553671,13,3
106638288,13,3
106692,13,5
11183856,13,3
111921,13,1
11626803,13,3
11745914,13,4
11757728,13,4
12221088,13,4
122647,13,5
12404,13,5
12618229,13,3
13070326,13,3
131922,13,5
1380067,13,3
1381728,13,3
14105531,13,3
1413439,13,5
14514998,13,1
1526851,13,5
1570669,13,4
1605591,13,3
16219087,13,1
16384209,13,3
1654645,13,4
16731747,13,2
1806073,13,4
18104163,13,2
18384692,13,4
186853,13,5
1964146,13,4
19977507,13,1
2190064,13,1
2294090,13,5
23133809,13,5
23244211,13,5
237469,13,2
2431437,13,3
24337665,13,1
25184600,13,5
25388909,13,4
2574606,13,5
25894509,13,2
2602702,13,1
2612079,13,5
269235,13,5
27402361,13,1
2745288,13,3
279256,13,3
2913816,13,2
30222072,13,4
3023796,13,4
3030788,13,5
3078602,13,4
3081722,13,5
3089655,13,3
30978160,13,2
31000456,13,3
31880928,13,2
32340179,13,5
32532051,13,3
32879029,13,4
3427339,13,5
3472444,13,3
3498889,13,2
3920693,13,5
3977017,13,2
3990914,13,2
405390,13,5
4131979,13,3
4216480,13,1
43377498,13,3
4379514,13,3
4444249,13,5
44770518,13,4
4514828,13,5
4527753,13,1
4530043,13,2
45618,13,4
4685500,13,4
46859338,13,3
4717304,13,3
4851964,13,1
4929450,13,1
51221960,13,2
5253785,13,4
5293536,13,3
5451550,13,3
5465462,13,4
5498948,13,4
5626931,13,3
5651679,13,3
5860019,13,1
5912889,13,4
6023393,13,4
607804,13,4
6089955,13,3
66670237,13,4
6678151,13,1
68029956,13,4
68030,13,4
6868829,13,2
7365405,13,3
7668522,13,4
80115954,13,5
83582,13,3
8432851,13,4
8512869,13,1
870755,13,4
8734459,13,1
9098678,13,5
93149311,13,5
970632,13,1
974210,13,4
1,14,2
106692,14,5
10682103,14,4
13235258,14,5
19925133,14,5
4851964,14,4
8512869,14,5
1,15,5
1019021,15,5
10336538,15,4
10367112,15,5
104823,15,5
1053760,15,5
10553671,15,4
1072582,15,5
10915830,15,5
11284813,15,5
12221088,15,4
122647,15,1
13070326,15,4
1323157,15,4
1371882,15,4
1380067,15,5
1381728,15,5
14105531,15,5
141080755,15,5
1413439,15,5
14457130,15,4
14514998,15,5
152460399,15,5
1526851,15,4
1605591,15,2
16254355,15,3
1654645,15,5
16576124,15,4
16731747,15,4
16865002,15,5
1720620,15,5
1806073,15,4
18104163,15,5
186853,15,4
2225246,15,3
2281988,15,5
2294090,15,4
23133809,15,4
237469,15,3
24239256,15,5
2431437,15,4
24337665,15,4
25184600,15,3
251943,15,5
25388909,15,5
25683251,15,3
269235,15,5
27402361,15,5
279256,15,4
28798380,15,5
2913816,15,4
2933855,15,4
3030788,15,5
30604861,15,5
3073485,15,4
3081722,15,3
3089655,15,3
31000456,15,3
32532051,15,5
33674708,15,5
33939264,15,5
3427339,15,3
3472444,15,3
3672777,15,5
3734915,15,5
3977017,15,4
3990914,15,3
4176715,15,2
430751,15,3
4326315,15,4
43377498,15,5
4365117,15,5
4379514,15,4
4391094,15,5
4444249,15,5
44770518,15,4
4514828,15,5
4527753,15,5
4530043,15,3
4642710,15,5
4851964,15,5
4866450,15,3
4929450,15,4
50448,15,3
51221960,15,0
5210022,15,5
5253785,15,4
52545435,15,5
5293536,15,4
53555116,15,4
541416,15,4
5465462,15,4
5574208,15,3
5626931,15,5
5651679,15,3
5912889,15,4
59802997,15,5
6023393,15,5
607804,15,4
6089955,15,5
66670237,15,5
68030,15,5
71848701,15,5
7205303,15,0
721595,15,5
7302570,15,3
7365405,15,4
7367573,15,3
75860103,15,5
80115954,15,4
8091367,15,0
8114361,15,5
864675,15,5
8734459,15,3
88247398,15,0
8906222,15,4
9098678,15,5
91747222,15,4
9303625,15,5
970632,15,3
1,16,5
1019021,16,5
10367112,16,4
104823,16,4
1053760,16,5
10553671,16,4
1072582,16,5
11284813,16,5
1162953,16,0
12221088,16,4
1371882,16,4
1380067,16,5
14105531,16,5
141080755,16,5
1413439,16,4
14514998,16,5
152460399,16,3
1526851,16,5
1605591,16,3
16254355,16,3
1654645,16,5
16576124,16,4
16731747,16,5
16865002,16,5
1720620,16,5
1806073,16,4
18104163,16,5
186853,16,4
19977507,16,4
2225246,16,3
2294090,16,4
23133809,16,4
24239256,16,5
2431437,16,5
24337665,16,4
25184600,16,3
251943,16,5
25388909,16,5
25683251,16,2
2612079,16,4
27402361,16,4
279256,16,4
28798380,16,5
2913816,16,4
2933855,16,5
3030788,16,5
30604861,16,5
3073485,16,4
3081722,16,4
3089655,16,4
31000456,16,3
31880928,16,5
32532051,16,5
33674708,16,5
3427339,16,3
3472444,16,4
3672777,16,5
3734915,16,5
3977017,16,5
3990914,16,3
4176715,16,3
430751,16,4
4326315,16,4
43377498,16,5
4365117,16,5
4379514,16,3
4391094,16,5
4444249,16,4
44770518,16,4
4514828,16,5
4527753,16,5
4530043,16,3
4642710,16,5
4851964,16,5
4866450,16,3
4929450,16,4
50448,16,3
51221960,16,4
51224285,16,5
5210022,16,5
5253785,16,4
5293536,16,4
53555116,16,4
541416,16,5
5465462,16,5
5574208,16,3
5626931,16,5
5651679,16,3
5860019,16,5
5912889,16,5
59802997,16,5
6023393,16,4
6089955,16,5
66670237,16,5
68030,16,5
71848701,16,5
7205303,16,0
721595,16,5
7302570,16,5
7365405,16,4
7367573,16,3
75860103,16,5
8114361,16,5
864675,16,5
870755,16,3
8734459,16,4
88247398,16,0
8906222,16,4
9098678,16,5
91747222,16,4
9303625,16,5
970632,16,4
1,17,4
1019021,17,4
1036893,17,5
1053760,17,5
106638288,17,3
106692,17,2
1072582,17,1
1113032,17,3
11183856,17,5
111921,17,3
11626803,17,2
1162953,17,2
122647,17,3
13070326,17,3
1323157,17,3
1371882,17,2
141080755,17,5
14514998,17,3
1526851,17,4
16731747,17,5
1720620,17,4
18104163,17,4
18384692,17,3
2225246,17,3
2294090,17,2
23133809,17,4
25683251,17,3
2612079,17,4
27402361,17,3
31000456,17,2
32532051,17,5
32879029,17,2
3571171,17,2
3672777,17,1
38946743,17,0
3920693,17,2
3977017,17,3
4125660,17,3
4131979,17,3
4176715,17,3
4379514,17,4
4391094,17,4
44770518,17,4
4530043,17,3
4851964,17,4
51224285,17,0
52677643,17,4
52710209,17,2
5465462,17,3
5626931,17,0
5651679,17,3
5860019,17,4
5912889,17,2
68030,17,0
7302570,17,4
7353428,17,2
7365405,17,4
7367573,17,3
75860103,17,5
8091367,17,0
8512869,17,5
8734459,17,4
87796500,17,5
8906222,17,3
9098678,17,2
970632,17,3
1,18,5
10160415,18,5
10367112,18,5
1036893,18,4
1053760,18,4
106638288,18,4
111921,18,3
1162953,18,3
11745914,18,4
12221088,18,4
12404,18,4
13070326,18,4
13235258,18,5
14105531,18,3
141080755,18,5
14514998,18,5
152460399,18,5
1526851,18,4
16056426,18,5
16219087,18,3
16254355,18,3
16731747,18,4
17755575,18,4
1806073,18,1
18384692,18,5
1849639,18,5
186853,18,3
2026178,18,2
2225246,18,3
23133809,18,5
2431437,18,4
25388909,18,4
2612079,18,4
269235,18,5
30222072,18,2
3081722,18,3
30978160,18,4
32340179,18,4
32532051,18,3
33939264,18,5
3427339,18,5
3472444,18,1
3672777,18,3
3734681,18,0
3849903,18,5
3920693,18,1
405390,18,4
4125660,18,5
4176715,18,2
4216480,18,2
430751,18,4
4379514,18,5
4391094,18,4
44770518,18,5
4514828,18,4
4530043,18,4
45618,18,3
4851964,18,5
4929450,18,5
51221960,18,3
51224285,18,3
5210022,18,5
52677643,18,4
5293536,18,3
5498948,18,3
5574208,18,4
5626931,18,1
5860019,18,5
5872506,18,0
5912889,18,0
68030,18,4
71848701,18,4
7205303,18,0
7302570,18,3
7353428,18,5
7365405,18,5
7367573,18,4
7668522,18,5
8091367,18,0
8734459,18,3
93149311,18,5
9684061,18,3
970632,18,3
1,19,3
1005037,19,0
106692,19,5
10682103,19,4
13235258,19,5
19925133,19,5
8512869,19,5
1,20,5
1,21,5
10367112,21,4
1036893,21,3
1053760,21,3
106692,21,4
11411702,21,5
11931807,21,2
1323157,21,4
1380067,21,5
14457130,21,4
14514998,21,1
1526851,21,5
1654645,21,3
16731747,21,5
1806073,21,3
186853,21,2
2026178,21,2
2164884,21,2
23133809,21,4
2431437,21,5
25184600,21,5
2602702,21,3
30222072,21,3
31000456,21,2
32340179,21,4
3672777,21,2
3849903,21,4
38946743,21,3
4125660,21,1
4176715,21,4
4216480,21,2
44770518,21,4
4685500,21,5
4851964,21,4
5253785,21,3
541416,21,1
5574208,21,4
5860019,21,4
5912889,21,3
6743601,21,3
68029956,21,1
75860103,21,5
80115954,21,2
83582,21,1
93149311,21,5
9472704,21,5
9684061,21,4
1,22,5
10336538,22,1
10553671,22,4
106638288,22,4
106692,22,5
1072582,22,3
11183856,22,4
1162953,22,3
11745914,22,3
122647,22,4
13070326,22,2
141080755,22,5
14457130,22,2
14514998,22,4
1526851,22,5
1605591,22,4
16384209,22,3
1654645,22,5
16731747,22,4
1806073,22,4
18104163,22,3
18384692,22,5
186853,22,5
1964146,22,4
22888935,22,3
2294090,22,5
23133809,22,4
237469,22,3
24337665,22,2
25184600,22,3
2612079,22,3
269235,22,5
279256,22,3
2913816,22,2
30222072,22,1
3030788,22,3
3081722,22,3
3089655,22,3
31000456,22,5
32532051,22,3
33273494,22,4
33674708,22,3
3427339,22,3
