book_url,avg_rating,user_rating,user_id
https://www.goodreads.com/book/show/48978421-fertile-in-my-ex-boyfriend-s-dungeon,3.34,0,16219087
https://www.goodreads.com/book/show/52656911-the-guest-list,3.83,4,16219087
https://www.goodreads.com/book/show/43307890-saga-volume-8,4.46,5,16219087
https://www.goodreads.com/book/show/61273863-the-writing-retreat,3.44,2,16219087
https://www.goodreads.com/book/show/54492651-acts-of-desperation,3.76,4,16219087
https://www.goodreads.com/book/show/58214333-the-swimmers,3.69,2,16219087
https://www.goodreads.com/book/show/60415700-now-is-not-the-time-to-panic,3.7,2,16219087
https://www.goodreads.com/book/show/62296528-spare,3.89,0,16219087
https://www.goodreads.com/book/show/62628727-romantic-comedy,3.7,4,16219087
https://www.goodreads.com/book/show/34275215-this-is-how-it-always-is,4.28,3,16219087
https://www.goodreads.com/book/show/58855185-the-family-remains,3.9,4,16219087
https://www.goodreads.com/book/show/61193944-community-board,3.35,3,16219087
https://www.goodreads.com/book/show/55711706-everyone-in-this-room-will-someday-be-dead,3.88,3,16219087
https://www.goodreads.com/book/show/58041101-earthlings,3.6,3,16219087
https://www.goodreads.com/book/show/59088432-the-woman-in-the-purple-skirt,3.29,2,16219087
https://www.goodreads.com/book/show/32940847-less,3.64,2,16219087
https://www.goodreads.com/book/show/36586697-queenie,3.87,5,16219087
https://www.goodreads.com/book/show/50622446-commonwealth,3.83,3,16219087
https://www.goodreads.com/book/show/33376821-sweet-bean-paste,4.07,4,16219087
https://www.goodreads.com/book/show/20702308-and-the-mountains-echoed,4.07,4,16219087
https://www.goodreads.com/book/show/61718053-happy-place,4.07,3,16219087
https://www.goodreads.com/book/show/56943582-small-things-like-these,4.2,4,16219087
https://www.goodreads.com/book/show/60417483-trespasses,4.04,3,16219087
https://www.goodreads.com/book/show/58040270-convenience-store-woman,3.7,4,16219087
https://www.goodreads.com/book/show/61414693-just-for-december,3.34,2,16219087
https://www.goodreads.com/book/show/55918474-intimacies,3.66,2,16219087
https://www.goodreads.com/book/show/41880608-rules-for-visiting,3.74,2,16219087
https://www.goodreads.com/book/show/41150391-jar-of-hearts,4.12,2,16219087
