book_url,avg_rating,user_rating,user_id
https://www.goodreads.com/book/show/2767052-the-hunger-games,0,3,3078602
https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,0,5,3078602
https://www.goodreads.com/book/show/5470.1984,0,5,3078602
https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,0,4,3078602
https://www.goodreads.com/book/show/6148028-catching-fire,0,2,3078602
https://www.goodreads.com/book/show/7260188-mockingjay,0,2,3078602
https://www.goodreads.com/book/show/77203.The_Kite_Runner,0,4,3078602
https://www.goodreads.com/book/show/21480930-gone-girl,0,4,3078602
https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,0,4,3078602
https://www.goodreads.com/book/show/4667024-the-help,0,4,3078602
https://www.goodreads.com/book/show/890.Of_Mice_and_Men,0,5,3078602
https://www.goodreads.com/book/show/19063.The_Book_Thief,0,4,3078602
https://www.goodreads.com/book/show/3636.The_Giver,0,5,3078602
https://www.goodreads.com/book/show/4381.Fahrenheit_451,0,5,3078602
https://www.goodreads.com/book/show/8584730-jane-eyre,0,3,3078602
https://www.goodreads.com/book/show/930.Memoirs_of_a_Geisha,0,2,3078602
https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,0,5,3078602
https://www.goodreads.com/book/show/5129.Brave_New_World,0,4,3078602
https://www.goodreads.com/book/show/11.The_Hitchhiker_s_Guide_to_the_Galaxy,0,5,3078602
https://www.goodreads.com/book/show/280657.Wuthering_Heights_Emily_Bronte_Plus_Why_you_Should_Read_this_Extra_Extra,0,3,3078602
https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,0,2,3078602
https://www.goodreads.com/book/show/19501.Eat_Pray_Love,0,3,3078602
https://www.goodreads.com/book/show/4214.Life_of_Pi,0,1,3078602
https://www.goodreads.com/book/show/43641.Water_for_Elephants,0,2,3078602
https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see,0,5,3078602
https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,0,4,3078602
https://www.goodreads.com/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time,0,3,3078602
https://www.goodreads.com/book/show/16065967-the-shining,0,4,3078602
https://www.goodreads.com/book/show/35133922-educated,0,4,3078602
https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,0,5,3078602
https://www.goodreads.com/book/show/43998386-daisy-jones-the-six,0,4,3078602
https://www.goodreads.com/book/show/21853621-the-nightingale,0,4,3078602
https://www.goodreads.com/book/show/1617.Night,0,5,3078602
https://www.goodreads.com/book/show/38709.Holes,0,5,3078602
